,Rank,Wine,Winery,Vintage,Score,Price,Notes,ListYear
809,11,Château Canon-La Gaffelière St.-Emilion +,Château Canon-La Gaffelière,1993,92,30.0,"One of the great young wines we have tasted this year. A stupendous, silky, full-bodied red of great character and depth, deep color and tons of pure fruit. Layered with mineral, mint, blackberry and dried herb flavors. Long finish and well-integrated tannins make it tempting now, but try to wait until 2000. 6,600 cases made. —",1996
810,23,Truchard Chardonnay Napa Valley Carneros +,Truchard,1994,94,19.0,"Bold, ripe, rich and exotic, with layers of pear, honey, toast and smoky oak flavors. An altogether complex and enticing style that is deep and concentrated, with a smooth, supple texture. Finishes with a wonderful display of flavors. 1,120 cases made. —",1996
811,16,Chateau Souverain Chardonnay Sonoma County +,Chateau Souverain,1994,91,12.0,"Smooth and spicy, ripe with pear and a hint of pineapple, harmonious in the way it folds its sweet oak, vanilla and fruit together. Delicious; amazingly long and drinkable now. An excellent value. 32,000 cases made. —",1996
812,27,Silver Oak Cabernet Sauvignon Napa Valley Bonny's Vineyard +,Silver Oak,1991,93,50.0,"Dark, rich and complex, with tiers of polished currant, cherry, herb, dill and tea flavors. A delicious mouthful of Cabernet that packs in lots of flavor yet manages to remain elegant and not overly tannic. Picks up a complex tarry note on the aftertaste. —",1996
813,6,Kumeu River Chardonnay Kumeu +,Kumeu River,1994,93,29.0,"Big, rich and powerful. Layered with buttery, spicy pear, honey and hazelnut flavors that fold together luxuriously on a long finish. A most distinctive wine. 3,000 cases made. —",1996
814,13,Chateau St. Jean Chardonnay Alexander Valley Belle Terre Vineyard +,Chateau St. Jean,1994,92,18.0,"Rich and full-bodied, showing a complex core of ripe pear, nectarine, honey, spice and toasty oak flavors that are well focused and long on the finish. A terrific California white from a vineyard that is showing consistently good results. 5,000 cases made. —",1996
815,15,Niepoort Tawny Port Colheita +,Niepoort,1983,95,34.0,"Absolutely fabulous. One of the best tawnies we've had in a long time. An array of floral, dried fruit and nut character on the nose and palate. Medium in body and extremely smooth. Great balance. Mega-long finish. 2,224 cases made. —JS",1996
816,30,Turley Zinfandel Napa Valley Hayne Vineyard +,Turley,1994,96,27.0,"Even more impressive than the first release from this winery, the 1993 vintage. This is dark, rich and intense, loaded with chocolate, cherry, wild berry and spice flavors, accented by a wonderful dose of smoky, toasty oak. Packs a wallop of flavor, yet manages to hold a measure of finesse and grace. 450 cases made. —",1996
817,14,Steele Chardonnay California +,Steele,1994,92,18.0,"Bold, ripe and exotic, boasting complex fig, apricot, honey, pear and vanilla notes, an altogether opulent and mouthfilling bottle of Chardonnay. Packs in lots of flavor, yet manages to maintain its finesse. 5,000 cases made. —",1996
818,29,Campogiovanni Brunello di Montalcino Vigna del Quercione Riserva +,Campogiovanni,1990,97,84.0,"Stunning concentration, with layers of berry, cherry and spice flavors. Full-bodied and very round, with loads of fruit and tannins. Drinkable now, but age it for decades to come. Even better than this producer's '90 norm, this is one of the greatest Brunellos ever made. 560 cases made. —",1996
819,31,Henschke Shiraz Keyneton Mount Edelstone +,Henschke,1993,96,34.0,"Luxuriant, opulent, heady, showing spicy plum, blackberry, cherry and gently peppery aromas and flavors that swirl harmoniously and echo long and sweet on the supple finish. Still youthful, this Australian red is already expertly balanced and poised to improve through 2005. 1,500 cases made. —",1996
820,32,Rochioli Pinot Noir Russian River Valley West Block Reserve +,Rochioli,1994,96,48.0,"Stunning, with an amazing core of ripe, rich, complex and concentrated fruit--tiers of brilliant black cherry, plum, currant and raspberry flavors--and just the right amount of oak shading, giving it a light, toasty vanilla accent that adds dimension. A sensational wine from a winery that is right on target. 243 cases made. —",1996
821,28,De Bortoli Sémillon Australia Noble One +,De Bortoli,1993,93,28.0,"Deep gold color, deep aromas and deep flavors, centering around fig, honey, almond and orange zest. Spicy vanilla notes swirl through the elegant finish. A remarkable wine with a character all its own. 8,000 cases made. —",1996
822,34,Chateau St. Jean Cabernet Sauvignon Sonoma County Reserve +,Chateau St. Jean,1990,95,38.0,"A bold, smooth, rich and exotic style of Cabernet that packs in lots of extra flavors. The well-focused currant, cherry, mineral and toasty oak flavors are deftly balanced, expanding on the finish where the herb, chocolate and smoke notes enhance the pure fruit. This should hold well. Best after 1999. 1,000 cases made. —",1996
823,35,Lindemans Cabernet Sauvignon Coonawarra St. George Vineyard +,Lindemans,1991,92,22.0,"Ripe, smooth and opulent, a silky-textured Cabernet delivering rich black cherry, tar, spice and mint flavors bubbling around on the gorgeous finish. Approachable now, but youthful enough to want cellaring. Best after 2000. 7,400 cases made. —",1996
824,40,Argiano Brunello di Montalcino Riserva +,Argiano,1990,95,52.0,"One of the biggest wines of this tasting, this should age for years to come. Full-bodied, with masses of fruit and tannins and flavors of berries, tobacco and cedar that go on and on. A monumental Brunello. Best after 2000. 1,500 cases made. —",1996
825,37,Paul Jaboulet Aîné Crozes-Hermitage Les Jalets +,Paul Jaboulet Aîné,1994,91,14.0,"A bright burst of raspberry flavor gives this wine panache, and it has the concentration to back it up, with pretty chocolate and floral notes on the finish. It's monolithic now, but should develop more complexity with age. 27,000 cases made. —",1996
826,38,Penfolds Shiraz South Australia Kalimna Bin 28 +,Penfolds,1993,91,18.0,"Smooth and harmonious but tightly wrapped in fine layers of tannin, focusing its blackberry, anise and toasty-peppery flavors in a solid beam that keeps shining through the finish. Best in 2003 to 2005. 35,000 cases made. —",1996
827,36,St. Francis Merlot Sonoma Valley Reserve +,St. Francis,1992,92,24.0,"Smooth, rich and complex. A plethora of cherry, currant, spice, light herb and a trace of coffee and an elegant and supple texture. Finishes with soft tannins and fine length. 3,500 cases made. —",1996
828,33,Château Pape Clément Pessac-Léognan White +,Château Pape Clément,1994,96,60.0,"Can a white get more harmonious than this? Sensational from start to finish, building slowly from the perfectly balanced honey, citrus, earth and mineral complexity to an extended, long finish. It's all presented with a remarkably smooth mouth-feel. Great now, but better with cellaring until at least 1999. 600 cases made. —",1996
829,52,Poggio Antico Brunello di Montalcino Riserva +,Poggio Antico,1990,93,75.0,"A blockbuster, with loads of fruit flavor, especially coconut, pouring out of the glass. Full-bodied and rich, with velvety tannins, yet slightly astringent on the finish. Best after 1997. 1,500 cases made. —",1996
830,41,Castello Banfi Brunello di Montalcino Poggio all'Oro Riserva +,Castello Banfi,1990,95,100.0,"A gigantic wine, this delivers tons of fruit flavor and tannins, yet is superbly balanced. Full-bodied, with fully ripe tannins and a spicy, fruity aftertaste. Best wine ever from this winery. Best after 2001. 3,165 cases made. —",1996
831,51,Beaux Frères Pinot Noir Yamhill County The Beaux Frères Vineyard +,Beaux Frères,1994,93,40.0,"A bright, delicious wine packed with blackberry, black cherry, anise and smoke flavors that are just barely held back by the firm tannins. Needs to soften, and promises to be a real winner. Best after 1997. 1,000 cases made. —HS",1996
832,44,Château La Fleur de Gay Pomerol +,Château La Fleur de Gay,1993,94,50.0,"An amazing '93. Gorgeous, full-bodied Pomerol of great intensity and harmony, bursting with pure fruit--from well-tuned, toasty flavors to mocha, blackberry, black olive, truffle and plum notes. A brilliant, seamless finish. Drinkable now but will age very well. 2,500 cases made. —JS",1996
833,66,Ridge Geyserville Sonoma County +,Ridge,1994,91,20.0,"The complex cedar, coffee and currant aromas lead to flavors that match in this Zinfandel-based red. Impressive for its long-lasting flavor, elegance and smooth, polished texture. A winner. 11,167 cases made. —",1996
834,56,Marquis d'Angerville Volnay Premier Cru +,Marquis d'Angerville,1993,92,30.0,"Great fruit combines with intriguing, spicy accents for a full-flavored, complex, interesting Burgundy sporting lingering aftertaste. Elegant but concentrated, firmly tannic but not harsh. Tempting now, but best in 1999. 400 cases made. —",1996
835,48,Robert Biale Zinfandel Napa Valley Aldo's Vineyard +,Robert Biale,1994,93,19.0,"A Zinfandel in a rich yet elegant style, showing nuances of ripe cherry, raspberry, mint and spice. The toasty oak flavors fold in nicely on the finish. The best yet from this winery. 780 cases made. —",1996
836,47,Navarro White Riesling Anderson Valley Late Harvest Sweet Cluster Selected +,Navarro,1994,93,14.0,"Frankly sweet but balanced, with enough racy acidity to showcase the pineapple, honey and apricot flavors with great style. Finish is long and luxuriant. Delicious now, it should keep improving. Best from 2000 through 2004. 369 cases made. —",1996
837,57,Quilceda Creek Cabernet Sauvignon Washington +,Quilceda Creek,1992,92,31.0,"Dense, rich and dynamic, packed with mouth-filling blackberry, currant and blueberry flavors with hints of anise and sweet spices. A glorious mélange of flavors that shows both substance and subtlety. Best from 2002 through 2005. 950 cases made. —",1996
838,55,Trimbach Riesling Alsace Cuvée Frédéric Émile +,Trimbach,1992,92,29.0,"Sophisticated and elegant. This is firmly structured and concentrated, with complex flavors of minerals, limes, apricots and honey and an alluring finish. Not an obvious wine -- an armor of acidity keeps its heart hidden--but it has the balance and concentration to improve for years. 3,000 cases made. —",1996
839,39,Bolla Amarone della Valpolicella Classico +,Bolla,1988,91,18.0,"All the pieces fall together in this mature wine. It has mushroomy aromas and dried cherry flavors with plenty of leather to boot. Well balanced and almost chewy, with licorce and tea notes on the finish. Drink now through 2000. 7,250 cases made. —",1996
840,64,Castello Banfi Chardonnay Fontanelle +,Castello Banfi,1993,91,17.0,"This complex and distinctive Chardonnay from Italy blends toasty, spicy oak aromas with ample fruit and nutty nuances to make a concentrated, focused, nicely balanced whole. Long on the finish and thoroughly enticing. 1,200 cases imported. —",1996
841,49,St. Hallett Shiraz Barossa Old Block +,St. Hallett,1993,93,27.0,"Rich, spicy and complex, its generous plum and red cherry flavors cradled in a nest of sweet cinnamon, nutmeg, vanilla and meaty, roasted notes. Full-bodied, but gentle enough in texture to be approachable now. Best after 2000. 1,500 cases made. —",1996
842,46,Tyrrell's Pinot Chardonnay Hunter Valley Vat 47 +,Tyrrell's,1994,92,16.0,"A distinctive white from Australia that's crisply focused, packing in its spicy, honeyed, buttery pear and apricot flavors that swirl around beautifully on the long, elegant finish. Drink now through 1998. 8,000 cases made. —",1996
843,43,Jean Grivot Vosne-Romanée Les Beaux Monts +,Jean Grivot,1993,94,32.0,"A deep, dark Burgundy that has concentrated, intense, ripe fruit notes, luscious oaky accents and a sense that it's still tight and youthful. Great balance between its firm acidity, tight tannins and ample hoard of flavors. Best to wait until 2000. 300 cases made. —",1996
844,61,McGuigan Brothers Cabernet Sauvignon Australia Personal Reserve +,McGuigan Brothers,1993,91,15.0,"Packs a lot of beautiful currant and blackberry between the layers of anise and vanilla, wrapped in velvety tannins, harmonious and elegantly proportioned. Tempting now. Best from 2000 through 2002. 1,000 cases made. —",1996
845,42,Penfolds Shiraz South Australia Grange +,Penfolds,1991,95,110.0,"Thick, rich and powerful, with layer upon layer of spicy plum, black cherry, anise, mineral and vanilla flavors that resonate engagingly and impressively on the long finish, where the spicy plum accent grows to fruition. Delicious now, but built to age through 2005, and beyond. 6,338 cases made. —",1996
